method_slug,run_id,training_mode,result_role,evaluation_protocol,dataset_split,plots,point_count,evaluated_point_count,predicted_instances,reference_instances,true_positives,false_positives,false_negatives,mean_plot_f1,mean_plot_precision,mean_plot_recall,micro_precision,micro_recall,micro_f1,mean_plot_matched_iou,mean_matched_iou_across_pairs,mean_unweighted_coverage,mean_weighted_coverage,held_out_test_accessed,result_status
treelearn,treelearn_for-instance_published_pretrained_development_20260712_150030,published_pretrained,completed_development_diagnostic,for_instance_pointwise_v1,dev,21,101769037,84136822,1284,807,534,750,273,0.5155705605170436,0.4179100166336153,0.7324119883689664,0.4158878504672897,0.6617100371747212,0.5107604017216643,0.8304851516961178,0.8277494229555636,0.6540568800388858,0.8356973025730522,false,completed_aligned_pointwise_development
