group,plot_count,evaluated_plot_count,completed_count,failed_count,total_reference_trees,total_predicted_trees,total_true_positives,total_false_positives,total_false_negatives,micro_precision,micro_recall,micro_f1,mean_plot_f1,mean_of_plot_mean_matched_iou,mean_of_plot_median_matched_iou,pooled_match_count,pooled_mean_matched_iou,pooled_median_matched_iou,total_runtime_seconds,mean_runtime_seconds,peak_memory_max_gb
all,32,32,32,0,1130,2532,376,2156,754,0.1484992101105845,0.3327433628318584,0.20535226652102676,0.1959546570041223,0.34701698448413276,0.3515191282871811,376,0.7263750375278218,0.7445327366828371,13430.0,419.6875,9.608455657958984
