run_id,split,site,plot_name,reference_id,point_count,best_prediction_id,best_iou,overlapping_prediction_count,failure_mode
sat_for_quicktune_to49_20260706_140730,trained_test,TUWIEN,test,146,13356,12,0.009900243736965098,0,missed_tree
sat_for_quicktune_to49_20260706_140730,trained_test,TUWIEN,test,148,67006,10,0.14756940082904157,1,missed_tree
sat_for_quicktune_to49_20260706_140730,trained_test,TUWIEN,test,149,112279,7,0.34342837473466814,1,near_miss
sat_for_quicktune_to49_20260706_140730,trained_test,TUWIEN,test,150,251454,14,0.27662507986683255,1,near_miss
sat_for_quicktune_to49_20260706_140730,trained_test,TUWIEN,test,151,601,14,0.0038911366098472286,0,missed_tree
sat_for_quicktune_to49_20260706_140730,trained_test,TUWIEN,test,152,4101,14,0.002807017543859649,0,missed_tree
sat_for_quicktune_to49_20260706_140730,trained_test,TUWIEN,test,153,8145,14,0.06596872256722047,0,missed_tree
sat_for_quicktune_to49_20260706_140730,trained_test,TUWIEN,test,154,10409,19,0.1400324351297405,1,missed_tree
sat_for_quicktune_to49_20260706_140730,trained_test,TUWIEN,test,155,730,1,0.0,0,missed_tree
sat_for_quicktune_to49_20260706_140730,trained_test,TUWIEN,test,156,1237,28,0.0450993831391364,0,missed_tree
sat_for_quicktune_to49_20260706_140730,trained_test,TUWIEN,test,157,256,20,0.03612409689757756,0,missed_tree
sat_for_quicktune_to49_20260706_140730,trained_test,TUWIEN,test,158,1842,20,0.17059055635933185,1,missed_tree
sat_for_quicktune_to49_20260706_140730,trained_test,TUWIEN,test,161,9716,18,0.10030915931016501,1,missed_tree
sat_for_quicktune_to49_20260706_140730,trained_test,TUWIEN,test,163,3248,34,0.051944165742549855,0,missed_tree
sat_for_quicktune_to49_20260706_140730,trained_test,TUWIEN,test,165,11112,26,0.35750010872874355,1,near_miss
sat_for_quicktune_to49_20260706_140730,trained_test,TUWIEN,test,166,175848,31,0.4943992807102986,2,near_miss
sat_for_quicktune_to49_20260706_140730,trained_test,TUWIEN,test,167,8104,31,0.02414154219258116,0,missed_tree
